city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
Dallas,2526,4,3.5,0.36,2023,1,8.4,17.0,0.023,575631,227.88,75201,Dallas-Fort Worth-Arlington,2024-02-04
Austin,3376,5,3.5,0.729,1988,36,5.6,19.3,0.0208,1307953,387.43,78704,Austin-Round Rock-Georgetown,2023-02-13
Fort Worth,2136,4,3.0,0.152,1977,47,6.6,17.0,0.021,398579,186.6,76109,Dallas-Fort Worth-Arlington,2023-08-12
Dallas,2249,3,2.0,0.217,1997,27,7.8,25.9,0.0226,479352,213.14,75230,Dallas-Fort Worth-Arlington,2024-02-04
Fort Worth,2670,4,3.5,0.081,1990,34,4.4,19.9,0.0223,470563,176.24,76109,Dallas-Fort Worth-Arlington,2023-11-22
Dallas,2470,4,2.5,0.13,2010,14,7.0,27.4,0.0215,483599,195.79,75225,Dallas-Fort Worth-Arlington,2023-09-08
Austin,2254,3,2.5,0.104,1988,36,6.7,16.3,0.0219,628450,278.82,78750,Austin-Round Rock-Georgetown,2023-08-27
San Antonio,2918,4,4.0,0.571,2020,4,3.6,27.4,0.0216,471537,161.6,78205,San Antonio-New Braunfels,2023-08-11
Dallas,1498,4,2.5,0.158,1994,30,9.4,17.1,0.0241,309936,206.9,75230,Dallas-Fort Worth-Arlington,2023-11-13
San Antonio,3050,3,3.0,0.17,1995,29,8.3,17.6,0.0204,415806,136.33,78258,San Antonio-New Braunfels,2023-04-08
Houston,1549,3,2.0,0.195,2018,6,6.1,31.5,0.0219,249767,161.24,77024,Houston-The Woodlands-Sugar Land,2023-10-11
Dallas,2236,4,3.5,0.191,2017,7,7.8,9.2,0.0226,539565,241.31,75254,Dallas-Fort Worth-Arlington,2023-04-23
San Antonio,2147,4,4.0,0.121,2015,9,6.4,25.0,0.0226,309626,144.21,78201,San Antonio-New Braunfels,2024-01-08
Dallas,2557,3,2.0,0.143,2010,14,6.7,19.6,0.0213,503507,196.91,75254,Dallas-Fort Worth-Arlington,2024-04-18
Houston,2136,4,4.0,0.265,2007,17,7.6,44.7,0.0244,395076,184.96,77024,Houston-The Woodlands-Sugar Land,2023-10-05
Dallas,1826,5,4.5,0.347,1960,64,7.6,3.2,0.0229,454216,248.75,75204,Dallas-Fort Worth-Arlington,2023-08-01
Dallas,1827,3,2.0,0.119,1972,52,8.7,9.6,0.0219,351257,192.26,75201,Dallas-Fort Worth-Arlington,2024-05-29
Fort Worth,1545,2,1.5,0.495,2012,12,7.9,8.6,0.0205,267728,173.29,76109,Dallas-Fort Worth-Arlington,2023-12-27
Houston,2078,3,2.0,0.561,2007,17,9.1,23.2,0.0235,379903,182.82,77019,Houston-The Woodlands-Sugar Land,2023-08-23
Houston,2134,3,3.0,0.163,1986,38,5.7,48.1,0.0238,306438,143.6,77007,Houston-The Woodlands-Sugar Land,2023-01-16
San Antonio,1504,4,4.0,0.545,2013,11,6.4,20.7,0.0228,231857,154.16,78209,San Antonio-New Braunfels,2023-01-09
Dallas,1915,5,3.5,0.284,1985,39,8.4,25.1,0.0219,477755,249.48,75254,Dallas-Fort Worth-Arlington,2023-05-02
San Antonio,2548,3,3.0,0.217,2007,17,7.0,23.6,0.0214,341948,134.2,78209,San Antonio-New Braunfels,2023-05-10
Houston,1422,4,3.0,0.099,1986,38,7.0,21.0,0.0242,281926,198.26,77002,Houston-The Woodlands-Sugar Land,2024-01-30
Houston,2408,5,4.5,0.235,2002,22,6.5,14.3,0.0225,458535,190.42,77007,Houston-The Woodlands-Sugar Land,2023-10-01
San Antonio,2481,3,3.0,0.351,1983,41,7.0,13.7,0.0215,350738,141.37,78205,San Antonio-New Braunfels,2024-06-30
Austin,1540,4,3.0,0.471,2006,18,8.5,11.6,0.0219,453725,294.63,78745,Austin-Round Rock-Georgetown,2023-10-23
Houston,2285,3,3.0,0.081,2000,24,6.3,41.7,0.0233,316149,138.36,77056,Houston-The Woodlands-Sugar Land,2024-05-09
Dallas,4069,2,1.5,0.097,1962,62,6.0,14.4,0.0226,747004,183.58,75254,Dallas-Fort Worth-Arlington,2023-10-30
San Antonio,1736,4,3.5,0.317,1979,45,6.8,18.4,0.0224,271392,156.33,78230,San Antonio-New Braunfels,2023-07-15
Fort Worth,1874,5,3.0,0.261,2015,9,7.0,22.7,0.0211,396284,211.46,76132,Dallas-Fort Worth-Arlington,2024-01-26
Houston,2397,3,2.5,0.237,2021,3,5.6,26.2,0.0232,410262,171.16,77019,Houston-The Woodlands-Sugar Land,2023-09-03
Austin,2438,3,2.5,0.18,2009,15,8.5,17.8,0.0218,771178,316.32,78745,Austin-Round Rock-Georgetown,2023-05-31
Fort Worth,2670,5,4.5,0.37,1967,57,5.6,21.9,0.0226,505624,189.37,76102,Dallas-Fort Worth-Arlington,2023-09-16
Austin,1213,3,3.0,0.063,1987,37,6.4,18.3,0.0213,344550,284.05,78704,Austin-Round Rock-Georgetown,2023-12-30
Houston,1810,3,3.0,0.144,1963,61,6.2,26.2,0.0227,263807,145.75,77024,Houston-The Woodlands-Sugar Land,2023-07-25
Houston,1156,4,3.5,0.172,1968,56,5.6,22.1,0.0235,192380,166.42,77002,Houston-The Woodlands-Sugar Land,2024-01-21
Dallas,3269,5,3.5,0.28,2016,8,7.3,18.4,0.0233,687626,210.35,75225,Dallas-Fort Worth-Arlington,2024-06-20
Fort Worth,1993,2,2.0,0.188,2009,15,5.0,6.4,0.0239,329658,165.41,76109,Dallas-Fort Worth-Arlington,2023-08-13
San Antonio,1636,5,4.5,0.192,1996,28,5.4,7.9,0.0204,242045,147.95,78209,San Antonio-New Braunfels,2023-06-11
San Antonio,2649,3,3.0,0.415,2004,20,6.5,13.8,0.0226,383627,144.82,78216,San Antonio-New Braunfels,2023-08-08
Austin,2726,3,3.0,0.05,2005,19,7.6,14.0,0.022,749643,275.0,78703,Austin-Round Rock-Georgetown,2024-04-03
Houston,1244,4,3.5,0.096,2003,21,5.5,26.7,0.0222,214316,172.28,77007,Houston-The Woodlands-Sugar Land,2023-04-08
Dallas,1491,4,3.5,0.229,1973,51,6.8,13.9,0.0235,322050,216.0,75201,Dallas-Fort Worth-Arlington,2024-06-16
Austin,2680,4,3.0,0.229,1976,48,7.4,13.3,0.0209,901603,336.42,78703,Austin-Round Rock-Georgetown,2023-08-15
Houston,1412,3,3.0,0.207,1961,63,7.3,18.3,0.0223,236981,167.83,77056,Houston-The Woodlands-Sugar Land,2024-04-05
Houston,2504,2,2.0,0.21,1990,34,6.1,47.2,0.0233,349717,139.66,77079,Houston-The Woodlands-Sugar Land,2024-03-06
Austin,1436,3,2.5,0.122,2012,12,9.0,17.0,0.019,458620,319.37,78745,Austin-Round Rock-Georgetown,2024-03-04
Dallas,2076,3,2.5,0.061,2001,23,3.8,11.1,0.0223,278525,134.16,75225,Dallas-Fort Worth-Arlington,2024-05-12
San Antonio,1514,3,3.0,0.758,2017,7,6.2,15.2,0.0233,230086,151.97,78230,San Antonio-New Braunfels,2023-04-12
Austin,1781,5,3.0,0.214,2021,3,7.9,11.8,0.0224,629590,353.5,78704,Austin-Round Rock-Georgetown,2023-11-21
Dallas,2893,4,4.0,0.239,1980,44,6.0,23.2,0.0213,590112,203.98,75205,Dallas-Fort Worth-Arlington,2023-02-24
San Antonio,1685,4,3.0,0.319,1973,51,5.1,9.4,0.0228,256873,152.45,78230,San Antonio-New Braunfels,2023-06-13
San Antonio,1592,4,3.0,0.161,1983,41,5.6,14.3,0.0222,261516,164.27,78250,San Antonio-New Braunfels,2023-01-23
San Antonio,2620,4,2.5,0.383,1964,60,6.6,19.6,0.0231,397603,151.76,78209,San Antonio-New Braunfels,2024-01-09
Houston,1662,2,1.0,0.153,1987,37,5.0,30.8,0.0233,198492,119.43,77024,Houston-The Woodlands-Sugar Land,2023-11-29
San Antonio,1814,3,2.5,0.122,1993,31,4.9,20.7,0.021,242265,133.55,78216,San Antonio-New Braunfels,2024-02-09
Houston,1904,3,2.0,0.611,1977,47,4.9,34.1,0.0205,308726,162.15,77007,Houston-The Woodlands-Sugar Land,2023-04-07
Houston,1137,3,2.5,0.508,2001,23,8.1,17.7,0.0226,179587,157.95,77007,Houston-The Woodlands-Sugar Land,2023-07-01
Austin,2406,4,3.0,0.248,2010,14,7.0,11.9,0.0216,766858,318.73,78701,Austin-Round Rock-Georgetown,2024-01-05
Dallas,1725,5,4.5,0.145,2009,15,7.0,22.6,0.021,408119,236.59,75205,Dallas-Fort Worth-Arlington,2024-03-28
Houston,2267,4,4.0,0.562,2006,18,5.8,12.6,0.0232,363545,160.36,77056,Houston-The Woodlands-Sugar Land,2024-04-29
Houston,3162,3,2.5,0.143,2007,17,6.7,41.5,0.0227,504028,159.4,77056,Houston-The Woodlands-Sugar Land,2023-02-10
San Antonio,2706,2,1.0,0.098,1983,41,7.2,19.4,0.0236,337952,124.89,78258,San Antonio-New Braunfels,2023-08-09
Houston,1367,4,4.0,0.321,2023,1,7.0,25.3,0.0216,235447,172.24,77002,Houston-The Woodlands-Sugar Land,2023-01-06
Houston,3542,2,2.0,0.112,2013,11,6.2,18.8,0.025,524950,148.21,77056,Houston-The Woodlands-Sugar Land,2024-03-23
Austin,1329,4,4.0,0.083,2001,23,8.6,25.6,0.0216,427072,321.35,78748,Austin-Round Rock-Georgetown,2023-03-09
Houston,1791,4,3.0,0.282,2017,7,5.7,58.0,0.0238,245792,137.24,77019,Houston-The Woodlands-Sugar Land,2024-03-25
Houston,1233,3,3.0,0.399,2023,1,8.7,22.1,0.0228,196408,159.29,77007,Houston-The Woodlands-Sugar Land,2023-03-27
Houston,2332,3,2.0,0.618,1960,64,6.6,42.8,0.0214,416516,178.61,77019,Houston-The Woodlands-Sugar Land,2023-01-09
Houston,1877,3,2.5,0.174,1994,30,7.8,34.0,0.0223,284155,151.39,77056,Houston-The Woodlands-Sugar Land,2024-04-25
San Antonio,1976,4,3.5,0.154,2015,9,8.2,22.7,0.0224,339261,171.69,78258,San Antonio-New Braunfels,2023-08-29
Fort Worth,1071,3,2.0,0.457,2009,15,7.2,41.5,0.0227,173271,161.78,76109,Dallas-Fort Worth-Arlington,2023-08-21
Dallas,1917,4,2.5,0.451,1971,53,5.9,21.1,0.0227,358775,187.15,75225,Dallas-Fort Worth-Arlington,2023-12-20
Dallas,1701,2,1.5,0.133,1972,52,5.9,32.0,0.0224,296738,174.45,75225,Dallas-Fort Worth-Arlington,2023-05-31
Fort Worth,2486,4,3.0,0.152,2018,6,7.6,15.1,0.0213,431819,173.7,76102,Dallas-Fort Worth-Arlington,2024-01-13
Fort Worth,1817,3,2.5,0.121,2016,8,5.2,57.5,0.0221,267568,147.26,76109,Dallas-Fort Worth-Arlington,2023-08-23
Dallas,2297,3,3.0,0.05,2020,4,10.0,7.1,0.0218,459128,199.88,75201,Dallas-Fort Worth-Arlington,2023-05-30
Fort Worth,1585,3,2.0,0.222,2007,17,8.4,13.1,0.0204,284900,179.75,76132,Dallas-Fort Worth-Arlington,2023-08-04
Fort Worth,1788,3,2.5,0.32,2020,4,7.7,11.7,0.0209,335993,187.92,76132,Dallas-Fort Worth-Arlington,2023-01-04
San Antonio,1459,3,2.5,0.226,1983,41,5.0,19.5,0.0223,195828,134.22,78216,San Antonio-New Braunfels,2023-06-14
Dallas,2306,3,3.0,0.174,1984,40,9.7,32.8,0.0228,464788,201.56,75205,Dallas-Fort Worth-Arlington,2023-11-20
Austin,1405,3,3.0,0.127,1977,47,7.8,8.6,0.0226,469689,334.3,78748,Austin-Round Rock-Georgetown,2023-03-17
Austin,2006,3,2.0,0.175,2018,6,7.3,4.8,0.0201,600014,299.11,78745,Austin-Round Rock-Georgetown,2023-03-06
Dallas,1529,3,2.5,0.167,2015,9,8.9,12.2,0.0219,316238,206.83,75230,Dallas-Fort Worth-Arlington,2023-12-25
Dallas,2775,3,2.5,0.067,2001,23,6.1,31.1,0.0199,562943,202.86,75225,Dallas-Fort Worth-Arlington,2023-08-23
Houston,2439,3,2.0,0.73,1964,60,8.5,20.7,0.0231,373185,153.01,77007,Houston-The Woodlands-Sugar Land,2023-03-16
Dallas,2082,5,4.0,0.533,1977,47,7.1,10.7,0.0206,475865,228.56,75201,Dallas-Fort Worth-Arlington,2024-02-14
Dallas,1591,3,2.0,0.272,1982,42,5.9,18.4,0.0217,328368,206.39,75204,Dallas-Fort Worth-Arlington,2024-02-29
San Antonio,2052,4,2.5,0.55,1966,58,6.2,19.0,0.0237,321074,156.47,78216,San Antonio-New Braunfels,2023-01-20
Austin,2228,4,3.5,0.356,1985,39,9.7,10.4,0.0208,739721,332.01,78703,Austin-Round Rock-Georgetown,2023-04-21
Houston,2693,3,2.0,0.325,1999,25,6.1,48.1,0.0215,452902,168.18,77024,Houston-The Woodlands-Sugar Land,2023-07-22
San Antonio,2145,3,2.0,0.419,2007,17,6.0,9.9,0.0209,368957,172.01,78205,San Antonio-New Braunfels,2024-02-05
San Antonio,1478,3,2.5,0.088,1990,34,5.3,26.3,0.023,193284,130.77,78258,San Antonio-New Braunfels,2023-02-10
Fort Worth,1990,3,3.0,0.148,1960,64,6.3,14.7,0.0211,367364,184.61,76107,Dallas-Fort Worth-Arlington,2024-03-16
Fort Worth,2494,3,2.0,0.213,2004,20,9.6,12.0,0.0216,468642,187.91,76132,Dallas-Fort Worth-Arlington,2023-06-24
Fort Worth,1916,2,1.0,0.307,1966,58,8.0,26.9,0.0227,331393,172.96,76107,Dallas-Fort Worth-Arlington,2023-03-10
Houston,3130,5,4.0,0.157,1982,42,7.8,31.4,0.0249,535082,170.95,77019,Houston-The Woodlands-Sugar Land,2024-04-17
Houston,2482,4,3.5,0.206,2013,11,7.4,10.9,0.0238,465572,187.58,77024,Houston-The Woodlands-Sugar Land,2023-02-17
Houston,2198,3,2.0,0.287,1986,38,6.9,24.3,0.0252,344517,156.74,77007,Houston-The Woodlands-Sugar Land,2023-03-12
Dallas,1687,3,3.0,0.069,2009,15,6.3,9.7,0.0202,325143,192.73,75204,Dallas-Fort Worth-Arlington,2024-06-03
Fort Worth,1938,3,2.0,0.332,1966,58,5.9,31.1,0.0232,317570,163.86,76107,Dallas-Fort Worth-Arlington,2023-10-12
Houston,2383,3,2.5,0.681,2013,11,7.2,16.3,0.0228,389355,163.39,77056,Houston-The Woodlands-Sugar Land,2023-09-11
Dallas,1795,3,2.0,0.329,1996,28,7.6,11.7,0.0215,334163,186.16,75201,Dallas-Fort Worth-Arlington,2024-01-11
Houston,1985,3,2.5,0.387,2011,13,6.9,11.1,0.0232,311718,157.04,77019,Houston-The Woodlands-Sugar Land,2023-12-11
Austin,3098,3,3.0,0.107,1970,54,8.1,19.5,0.0225,946322,305.46,78745,Austin-Round Rock-Georgetown,2023-12-02
Houston,2638,5,3.5,0.427,1994,30,7.2,16.9,0.0227,536058,203.21,77056,Houston-The Woodlands-Sugar Land,2023-01-13
Austin,1369,4,3.5,0.138,1987,37,6.4,27.5,0.0204,423068,309.03,78704,Austin-Round Rock-Georgetown,2023-10-29
Fort Worth,1644,2,1.5,0.359,2006,18,7.1,32.7,0.0212,304657,185.31,76102,Dallas-Fort Worth-Arlington,2023-06-02
Houston,1185,3,2.0,0.311,2014,10,7.2,27.3,0.0236,195194,164.72,77002,Houston-The Woodlands-Sugar Land,2024-03-17
San Antonio,1459,3,3.0,0.551,2014,10,8.6,18.9,0.0213,262577,179.97,78216,San Antonio-New Braunfels,2023-10-04
San Antonio,1436,3,2.0,0.181,2021,3,7.4,18.1,0.023,197443,137.5,78250,San Antonio-New Braunfels,2023-03-09
Houston,1993,3,3.0,0.218,2017,7,9.0,19.3,0.0209,392217,196.8,77002,Houston-The Woodlands-Sugar Land,2024-04-29
Austin,2174,4,3.0,0.102,2002,22,10.0,14.4,0.0198,787517,362.24,78750,Austin-Round Rock-Georgetown,2023-06-05
San Antonio,2800,4,4.0,0.129,1990,34,5.4,34.2,0.0224,357615,127.72,78230,San Antonio-New Braunfels,2023-05-29
Houston,2356,3,3.0,0.127,2011,13,5.5,37.9,0.0232,381838,162.07,77002,Houston-The Woodlands-Sugar Land,2024-05-27
Fort Worth,2130,2,2.0,0.207,1981,43,8.4,40.6,0.0206,332871,156.28,76107,Dallas-Fort Worth-Arlington,2024-02-29
Austin,2444,4,3.5,0.112,2015,9,9.6,14.4,0.0225,939033,384.22,78702,Austin-Round Rock-Georgetown,2024-04-15
Dallas,1368,3,3.0,0.178,1971,53,6.9,8.2,0.0227,271055,198.14,75254,Dallas-Fort Worth-Arlington,2023-12-29
San Antonio,1478,2,2.0,0.167,2016,8,6.5,6.7,0.0238,207076,140.11,78216,San Antonio-New Braunfels,2024-05-13
Houston,1510,3,2.5,0.327,1994,30,7.1,33.9,0.0239,243084,160.98,77007,Houston-The Woodlands-Sugar Land,2023-03-05
Houston,1945,3,2.0,0.541,1993,31,6.7,46.0,0.0234,303196,155.88,77007,Houston-The Woodlands-Sugar Land,2023-11-25
Fort Worth,4074,4,4.0,0.145,1998,26,9.6,19.2,0.0216,697262,171.15,76109,Dallas-Fort Worth-Arlington,2023-06-10
Houston,2315,3,2.0,0.117,2001,23,9.0,29.0,0.0253,348691,150.62,77002,Houston-The Woodlands-Sugar Land,2023-08-06
Houston,3342,5,4.5,0.16,2018,6,6.3,17.0,0.0221,583011,174.45,77007,Houston-The Woodlands-Sugar Land,2023-05-11
Houston,1838,3,2.0,0.279,1996,28,8.2,10.5,0.0226,323450,175.98,77002,Houston-The Woodlands-Sugar Land,2023-04-23
Houston,2327,3,2.0,0.17,1986,38,5.9,28.1,0.023,335871,144.34,77024,Houston-The Woodlands-Sugar Land,2023-08-31
San Antonio,1649,2,2.0,0.242,1975,49,6.0,27.7,0.0227,223728,135.67,78230,San Antonio-New Braunfels,2024-05-17
San Antonio,2276,3,2.0,0.134,1966,58,5.7,11.0,0.0235,332580,146.12,78216,San Antonio-New Braunfels,2023-12-14
Houston,4077,4,4.0,0.608,1973,51,6.5,27.9,0.0242,703213,172.48,77002,Houston-The Woodlands-Sugar Land,2023-07-11
San Antonio,1871,3,3.0,0.161,1975,49,3.7,16.6,0.0218,228475,122.11,78209,San Antonio-New Braunfels,2023-08-26
Houston,2383,3,2.0,0.313,2002,22,6.3,21.3,0.0218,397213,166.69,77079,Houston-The Woodlands-Sugar Land,2023-10-17
Austin,2009,3,2.5,0.122,1962,62,6.3,22.6,0.0222,545334,271.45,78702,Austin-Round Rock-Georgetown,2023-05-14
Dallas,2261,5,4.0,0.128,1989,35,5.4,9.3,0.0217,550252,243.37,75201,Dallas-Fort Worth-Arlington,2023-10-13
Fort Worth,1591,3,3.0,0.17,1979,45,7.0,10.5,0.0229,280496,176.3,76102,Dallas-Fort Worth-Arlington,2024-01-16
Austin,3997,2,2.0,0.415,1983,41,7.6,11.5,0.0206,1075254,269.02,78748,Austin-Round Rock-Georgetown,2023-05-14
Houston,2099,4,2.5,0.927,1975,49,6.5,22.7,0.0224,343353,163.58,77002,Houston-The Woodlands-Sugar Land,2023-11-16
Dallas,1796,2,1.5,0.292,1992,32,7.5,25.6,0.022,319442,177.86,75225,Dallas-Fort Worth-Arlington,2024-01-23
San Antonio,1813,3,3.0,0.241,2007,17,6.3,14.6,0.0224,269842,148.84,78258,San Antonio-New Braunfels,2023-10-12
Austin,1868,2,1.0,0.296,2018,6,10.0,10.4,0.0222,482444,258.27,78745,Austin-Round Rock-Georgetown,2023-06-09
Houston,2692,2,1.5,0.286,2021,3,6.1,15.1,0.0225,427567,158.83,77019,Houston-The Woodlands-Sugar Land,2023-10-31
San Antonio,1473,4,4.0,0.383,1969,55,7.5,6.4,0.0235,229946,156.11,78205,San Antonio-New Braunfels,2024-03-09
Houston,2254,3,2.0,1.082,2020,4,7.0,17.5,0.0228,333671,148.04,77002,Houston-The Woodlands-Sugar Land,2023-05-02
Houston,3243,2,1.0,0.127,1966,58,6.8,35.1,0.0218,478714,147.61,77002,Houston-The Woodlands-Sugar Land,2023-11-11
Houston,2043,3,2.0,0.668,2010,14,5.1,15.3,0.024,326836,159.98,77079,Houston-The Woodlands-Sugar Land,2024-01-08
Houston,1656,3,3.0,0.285,1970,54,6.1,17.5,0.0233,234740,141.75,77002,Houston-The Woodlands-Sugar Land,2023-06-25
Dallas,2978,4,2.5,0.223,1992,32,8.6,47.9,0.0236,500852,168.18,75201,Dallas-Fort Worth-Arlington,2023-07-31
Fort Worth,1801,3,3.0,0.174,1972,52,9.1,45.2,0.021,308010,171.02,76132,Dallas-Fort Worth-Arlington,2024-05-01
Dallas,1597,4,2.5,0.319,1978,46,6.1,4.9,0.0204,293984,184.09,75205,Dallas-Fort Worth-Arlington,2023-07-18
San Antonio,1601,4,3.0,0.122,1963,61,5.0,10.1,0.0214,222353,138.88,78209,San Antonio-New Braunfels,2023-11-24
Fort Worth,1655,5,5.0,0.189,1980,44,6.3,30.0,0.0216,359087,216.97,76109,Dallas-Fort Worth-Arlington,2023-03-23
Houston,1486,2,1.0,0.112,1996,28,6.7,52.3,0.0221,198554,133.62,77024,Houston-The Woodlands-Sugar Land,2024-05-21
Houston,1416,3,2.0,0.179,2022,2,6.3,19.6,0.0214,215636,152.29,77079,Houston-The Woodlands-Sugar Land,2023-11-23
Fort Worth,2301,3,3.0,0.279,1977,47,6.1,23.7,0.0203,419523,182.32,76107,Dallas-Fort Worth-Arlington,2024-02-20
Houston,2343,2,1.5,0.192,1979,45,6.1,43.7,0.0248,300930,128.44,77056,Houston-The Woodlands-Sugar Land,2023-11-26
San Antonio,1884,4,2.5,0.334,2017,7,7.4,12.1,0.0229,301296,159.92,78258,San Antonio-New Braunfels,2023-07-14
San Antonio,1353,5,4.5,0.408,1980,44,7.7,23.3,0.0229,238699,176.42,78216,San Antonio-New Braunfels,2023-07-06
Austin,2064,4,2.5,0.078,2013,11,7.2,8.4,0.0226,779908,377.86,78702,Austin-Round Rock-Georgetown,2024-01-19
Dallas,1043,3,2.0,0.33,1976,48,7.8,37.0,0.0222,168373,161.43,75254,Dallas-Fort Worth-Arlington,2024-04-15
Houston,2034,5,5.0,0.347,1977,47,6.7,16.3,0.0219,379332,186.5,77007,Houston-The Woodlands-Sugar Land,2023-03-11
Houston,2232,3,3.0,0.071,1970,54,6.1,40.0,0.0218,355930,159.47,77002,Houston-The Woodlands-Sugar Land,2024-04-07
Dallas,4701,3,2.0,0.301,1969,55,5.6,8.2,0.022,882192,187.66,75225,Dallas-Fort Worth-Arlington,2024-03-30
Houston,2916,3,2.0,0.257,1960,64,6.6,21.2,0.0221,451245,154.75,77079,Houston-The Woodlands-Sugar Land,2023-03-01
San Antonio,2067,4,4.0,0.434,2002,22,7.3,9.5,0.0226,322002,155.78,78201,San Antonio-New Braunfels,2023-03-01
Fort Worth,2038,5,5.0,0.374,1999,25,8.4,33.8,0.0215,421327,206.74,76132,Dallas-Fort Worth-Arlington,2024-01-16
San Antonio,3288,3,3.0,0.428,1990,34,6.7,34.0,0.0227,462822,140.76,78250,San Antonio-New Braunfels,2024-04-06
Houston,3319,5,4.5,0.137,2009,15,4.2,34.0,0.0224,629148,189.56,77079,Houston-The Woodlands-Sugar Land,2023-08-04
Houston,2360,2,1.0,0.148,2012,12,6.9,34.8,0.0229,317793,134.66,77019,Houston-The Woodlands-Sugar Land,2023-12-17
Houston,1465,3,2.5,0.224,2001,23,6.5,17.6,0.0233,247329,168.83,77007,Houston-The Woodlands-Sugar Land,2024-06-30
Austin,3426,3,2.0,0.11,1966,58,6.2,13.9,0.0224,1033117,301.55,78704,Austin-Round Rock-Georgetown,2023-06-26
Fort Worth,2847,4,3.0,0.286,1982,42,5.1,28.7,0.022,509228,178.86,76102,Dallas-Fort Worth-Arlington,2023-05-04
Houston,2833,4,2.5,0.215,2005,19,4.9,30.4,0.0244,408350,144.14,77079,Houston-The Woodlands-Sugar Land,2024-06-26
Houston,1716,5,5.0,0.3,1971,53,6.3,30.5,0.0241,344287,200.63,77024,Houston-The Woodlands-Sugar Land,2023-06-03
San Antonio,1394,4,4.0,0.594,2023,1,6.3,11.0,0.0215,213247,152.97,78216,San Antonio-New Braunfels,2023-09-16
Houston,2107,2,1.5,0.175,1999,25,6.8,20.9,0.0224,328433,155.88,77024,Houston-The Woodlands-Sugar Land,2023-08-30
Austin,2118,3,2.5,0.26,1978,46,8.8,9.2,0.0224,689906,325.73,78745,Austin-Round Rock-Georgetown,2023-10-14
Austin,1667,3,3.0,0.344,1962,62,6.8,27.2,0.0215,464873,278.87,78704,Austin-Round Rock-Georgetown,2023-05-27
Dallas,1702,4,4.0,0.27,1973,51,9.6,8.0,0.021,410298,241.07,75254,Dallas-Fort Worth-Arlington,2024-01-07
San Antonio,1923,3,3.0,0.165,2001,23,6.2,4.9,0.0214,311214,161.84,78258,San Antonio-New Braunfels,2024-01-14
Houston,3002,2,1.5,0.06,2017,7,6.0,42.7,0.0246,468611,156.1,77079,Houston-The Woodlands-Sugar Land,2023-04-20
Fort Worth,1844,3,2.5,0.236,1960,64,8.9,22.4,0.0218,325293,176.41,76109,Dallas-Fort Worth-Arlington,2023-09-21
San Antonio,2198,5,3.5,0.124,1963,61,8.1,7.0,0.0241,313738,142.74,78250,San Antonio-New Braunfels,2023-02-01
San Antonio,1636,4,2.5,0.106,2000,24,7.0,16.5,0.0223,237866,145.39,78209,San Antonio-New Braunfels,2023-05-01
Houston,2078,3,2.0,0.203,1990,34,6.4,16.8,0.0248,282473,135.94,77002,Houston-The Woodlands-Sugar Land,2024-06-24
Austin,2116,3,2.5,0.11,1973,51,8.5,9.1,0.0218,756425,357.48,78703,Austin-Round Rock-Georgetown,2023-10-04
Fort Worth,2083,3,2.0,0.197,1996,28,6.6,21.6,0.0221,401400,192.7,76132,Dallas-Fort Worth-Arlington,2023-12-07
Houston,2097,5,4.5,0.499,1973,51,7.1,19.4,0.0236,391501,186.7,77002,Houston-The Woodlands-Sugar Land,2024-05-01
Dallas,1079,2,1.5,0.427,1995,29,6.3,20.2,0.0222,187943,174.18,75225,Dallas-Fort Worth-Arlington,2024-01-26
San Antonio,2018,4,3.5,0.365,2018,6,8.0,11.0,0.0223,330325,163.69,78205,San Antonio-New Braunfels,2024-03-09
Austin,1603,3,2.5,0.24,1960,64,7.9,13.9,0.0219,539666,336.66,78704,Austin-Round Rock-Georgetown,2024-01-25
San Antonio,1719,4,2.5,0.724,2008,16,5.1,22.1,0.0237,206188,119.95,78205,San Antonio-New Braunfels,2023-09-30
Fort Worth,2239,4,3.5,0.159,2009,15,6.3,17.0,0.0215,411010,183.57,76109,Dallas-Fort Worth-Arlington,2023-12-13
San Antonio,1758,4,3.5,0.082,2022,2,7.9,14.5,0.0221,290652,165.33,78250,San Antonio-New Braunfels,2023-06-07
Houston,2236,3,2.0,0.131,1970,54,6.4,7.3,0.0242,342790,153.31,77056,Houston-The Woodlands-Sugar Land,2024-05-02
Fort Worth,2420,2,1.0,0.233,2011,13,7.5,12.4,0.0206,391940,161.96,76109,Dallas-Fort Worth-Arlington,2023-04-09
Dallas,1631,2,2.0,0.117,1970,54,6.9,19.2,0.0219,288730,177.03,75204,Dallas-Fort Worth-Arlington,2024-04-28
San Antonio,1990,4,2.5,0.187,1967,57,7.2,13.3,0.0237,297615,149.56,78216,San Antonio-New Braunfels,2024-04-25
San Antonio,2929,4,2.5,0.114,2022,2,6.5,29.5,0.0228,457687,156.26,78201,San Antonio-New Braunfels,2023-03-19
San Antonio,1285,4,3.5,0.071,1979,45,6.1,4.7,0.0214,242436,188.67,78209,San Antonio-New Braunfels,2024-01-24
Houston,1873,4,4.0,0.137,2008,16,7.8,14.1,0.0233,318736,170.17,77024,Houston-The Woodlands-Sugar Land,2024-06-25
